Ticker,Last Price,Market Cap,PE Ratio,EPS,Revenue,Net Income,Dividend Yield,52 Week High,52 Week Low,Beta,Volume,Average Volume,Sector,Industry
MSTR,320.77801513671875,82818465792.0,,-6.05,463456000.0,-1166661000.0,,543.0,67.806,3.259,5849716.0,23063549.0,Technology,Software - Application
RKLB,24.600000381469727,11044416512.0,,-0.38,244592000.0,-182571000.0,,33.34,3.47,1.993,15186150.0,20678616.0,Industrials,Aerospace & Defense
HBAN,16.424999237060547,23878006784.0,13.463114,1.22,7385000000.0,1940000000.0,3.68,18.45,12.05,1.093,7891505.0,16731303.0,Financial Services,Banks - Regional
ET,19.850099563598633,68109860864.0,15.507891,1.28,82671000000.0,4814000000.0,6.46,21.45,14.52,1.678,5487208.0,16113794.0,Energy,Oil & Gas Midstream
DKNG,48.2400016784668,23640377344.0,,-1.05,4767699000.0,-507285000.0,,53.61,28.69,1.923,5112882.0,8767218.0,Consumer Cyclical,Gambling
SNAP,10.704999923706055,18159532032.0,,-0.42,5361398000.0,-697856000.0,,17.33,8.29,0.997,7005424.0,29825288.0,Communication Services,Internet Content & Information
ON,55.83000183105469,23527933952.0,15.380165,3.63,7082300000.0,1572800000.0,,85.16,46.57,1.613,3976943.0,8012705.0,Technology,Semiconductors
CMG,52.65119934082031,71360274432.0,47.433514,1.11,11313853000.0,1534110000.0,,69.2614,47.98,1.269,3772691.0,9478137.0,Consumer Cyclical,Restaurants
LRCX,89.0,114245746688.0,27.051672,3.29,14905386000.0,3827772000.0,1.05,113.0,68.87,1.469,7555573.0,12029062.0,Technology,Semiconductor Equipment & Materials
UBER,80.37999725341797,167914618880.0,17.627193,4.56,43978000000.0,9856000000.0,,87.0,54.84,1.387,5396948.0,28201045.0,Technology,Software - Application
CLSK,9.989999771118164,2805271808.0,Infinity,0.0,378968000.0,-145777000.0,,24.72,8.04,4.252,9026229.0,30188842.0,Financial Services,Capital Markets
MRK,86.62830352783203,219138408448.0,12.852864,6.74,60115000000.0,365000000.0,3.79,134.63,81.04,0.396,4477037.0,13971562.0,Healthcare,Drug Manufacturers - General
TEVA,17.149999618530273,19651155968.0,,-1.45,16544000000.0,-1639000000.0,,22.8,12.51,0.712,5028752.0,12128713.0,Healthcare,Drug Manufacturers - Specialty & Generic
ABEV,1.9049999713897705,30685167616.0,12.699999,0.15,79736900000.0,14501900000.0,5.74,2.72,1.76,0.539,3197759.0,38220850.0,Consumer Defensive,Beverages - Brewers
CE,52.099998474121094,5695155200.0,,-13.86,10940000000.0,1960000000.0,0.22,172.16,51.8828,1.164,2077515.0,2638342.0,Basic Materials,Chemicals
UMC,6.525000095367432,16457420800.0,10.357143,0.63,222533000000.0,59688950000.0,7.04,9.0,5.61,1.168,3671863.0,11709816.0,Technology,Semiconductors
IREN,12.324999809265137,2642738688.0,,-0.3,188758000.0,-28955000.0,,15.92,4.15,3.61,7093820.0,16849835.0,Financial Services,Capital Markets
ETSY,50.939998626708984,5454247424.0,21.676596,2.35,2748377000.0,307568000.0,,74.82,47.1,1.999,2281254.0,3546296.0,Consumer Cyclical,Internet Retail
QS,5.104899883270264,2616113152.0,,-0.94,0.0,-445145000.0,,9.52,4.65,4.449,6211437.0,16292962.0,Consumer Cyclical,Auto Parts
NKE,76.51000213623047,113168236544.0,23.614199,3.24,51362000000.0,5700000000.0,2.08,106.62,68.62,1.015,4142980.0,13070264.0,Consumer Cyclical,Footwear & Accessories
NGD,3.030100107192993,2415820032.0,151.505,0.02,786500000.0,-64500000.0,,3.25,1.1,,10233270.0,10253755.0,Basic Materials,Gold
PARA,11.460000038146973,8108763648.0,,-9.06,29652000000.0,-608000000.0,1.75,14.54,9.54,1.71,3678966.0,9737223.0,Communication Services,Entertainment
APPN,36.36000061035156,2691687168.0,,-1.26,545363000.0,-111441000.0,,43.33,26.28,1.638,285672.0,414494.0,Technology,Software - Infrastructure
ITUB,5.739999771118164,53395316736.0,7.8630133,0.73,148380000000.0,33105000000.0,6.18,7.07,4.86,,6812637.0,28310427.0,Financial Services,Banks - Regional
CNH,13.244999885559082,16542739456.0,13.378788,0.99,24687000000.0,2371000000.0,3.49,13.51,9.28,1.625,4811275.0,12237686.0,Industrials,Farm & Heavy Construction Machinery
HL,5.715000152587891,3610914048.0,95.25001,0.06,929925000.0,35802000.0,0.28,7.68,3.4,1.905,9886434.0,14109618.0,Basic Materials,Other Precious Metals & Mining
TEM,74.91500091552734,11795066880.0,,-5.16,531822000.0,-214118000.0,,91.45,22.89,,14523812.0,9262267.0,Healthcare,Health Information Services
GOOGL,183.8300018310547,2251156357120.0,22.86566,8.04,350018000000.0,100118000000.0,0.43,207.05,130.67,0.991,7466080.0,28980776.0,Communication Services,Internet Content & Information
RIOT,11.5649995803833,3977515776.0,77.09999,0.15,280678000.0,-49472000.0,,18.36,6.355,4.229,10675170.0,33458798.0,Financial Services,Capital Markets
JBLU,7.105000019073486,2508071936.0,,-2.3,9279000000.0,-795000000.0,,8.31,4.5,1.828,5931501.0,20778820.0,Industrials,Airlines
NBIS,41.75239944458008,9830769664.0,,-0.01,9039938989.94464,224494407.411592,,50.87,14.09,0.77,20063845.0,10326072.0,Communication Services,Internet Content & Information
CDE,6.255000114440918,3997930240.0,,-0.01,821206000.0,-103612000.0,,7.72,2.42,,11823710.0,12955386.0,Basic Materials,Gold
KGC,11.679900169372559,14424910848.0,15.168702,0.77,4239700000.0,416300000.0,1.06,12.29,4.75,1.266,9796985.0,19328855.0,Basic Materials,Gold
IBRX,3.6649999618530273,2676054784.0,,-0.9,622000.0,-583196000.0,,10.53,2.28,-0.194,3705271.0,6093125.0,Healthcare,Biotechnology
PR,14.5,11648777216.0,8.238636,1.76,3120893000.0,476306000.0,4.1,18.28,12.62,4.277,3674585.0,7407571.0,Energy,Oil & Gas E&P
GILD,109.27999877929688,136192376832.0,287.57895,0.38,27116000000.0,5665000000.0,2.94,109.4,62.07,0.199,2416113.0,6985167.0,Healthcare,Drug Manufacturers - General
GM,46.77000045776367,46546190336.0,7.343799,6.37,187442000000.0,6008000000.0,1.0,61.24,38.95,1.415,1561170.0,11078703.0,Consumer Cyclical,Auto Manufacturers
F,9.295000076293945,36840267776.0,6.3664384,1.46,184992000000.0,5879000000.0,8.03,14.85,9.1,1.644,17277233.0,67358391.0,Consumer Cyclical,Auto Manufacturers
STLA,13.975000381469727,40979312640.0,3.0646932,4.56,189544000000.0,18596000000.0,11.96,29.51,12.12,1.209,3810220.0,9813011.0,Consumer Cyclical,Auto Manufacturers
HOOD,54.28499984741211,48062820352.0,34.794872,1.56,2951000000.0,1411000000.0,,66.91,13.595,2.138,19020886.0,24322879.0,Financial Services,Capital Markets
WFC,78.41999816894531,257951563776.0,14.605214,5.37,82597000000.0,19142000000.0,1.99,81.5,50.15,1.177,5281887.0,15616027.0,Financial Services,Banks - Diversified
HBI,6.190000057220459,2185744640.0,,-0.28,3507438000.0,-320431000.0,,9.1,4.4,1.637,2661897.0,6179861.0,Consumer Cyclical,Apparel Manufacturing
UPST,79.19999694824219,7421911040.0,,-1.44,628834000.0,-128581000.0,,96.429,20.6,2.256,3109362.0,6205216.0,Financial Services,Credit Services
KRYS,185.41000366210938,5340939264.0,62.010033,2.99,50699000.0,10932000.0,,219.34,107.5,,235186.0,262016.0,Healthcare,Biotechnology
MIRM,52.25,2508240384.0,,-2.08,186374000.0,-163415000.0,,53.755,23.14,0.963,159314.0,447803.0,Healthcare,Biotechnology
APG,40.494998931884766,11230153728.0,,-1.74,6928000000.0,153000000.0,,41.27,31.44,1.839,1025925.0,1247511.0,Industrials,Engineering & Construction
CRL,162.47000122070312,8308975616.0,812.35,0.2,4129409000.0,474624000.0,,275.0,150.79,1.371,451213.0,797816.0,Healthcare,Diagnostics & Research
FNMA,7.190000057220459,8326667264.0,Infinity,0.0,30852000000.0,16978000000.0,,8.0,1.02,1.98,3133866.0,17332518.0,Financial Services,Mortgage Finance
UPWK,16.979999542236328,2300110848.0,11.171053,1.52,769325000.0,215586000.0,,18.14,8.43,1.569,1313773.0,2319438.0,Communication Services,Internet Content & Information
TEO,11.829999923706055,3828424448.0,12.585106,0.94,2059101000000.0,-257730000000.0,,15.54,5.52,0.588,47902.0,254374.0,Communication Services,Telecom Services
GSAT,21.530000686645508,2861504768.0,,-0.3,223808000.0,-24718000.0,,41.1,15.0,1.029,406299.0,1136902.0,Communication Services,Telecom Services
MOH,295.6600036621094,16409129984.0,14.478942,20.42,40650000000.0,1179000000.0,,423.92,262.32,0.539,458138.0,650279.0,Healthcare,Healthcare Plans
CART,52.68000030517578,13533229056.0,4.993365,10.55,3042000000.0,-1622000000.0,,53.44,28.56,,1536334.0,3816859.0,Consumer Cyclical,Internet Retail
MIR,16.459999084472656,3820908800.0,,-0.18,800900000.0,-96900000.0,,18.81,9.11,0.733,437364.0,2123577.0,Industrials,Specialty Industrial Machinery
ASTS,30.020000457763672,8697844736.0,,-2.26,0.0,-87561000.0,,39.08,1.97,1.616,6353143.0,9665883.0,Technology,Communication Equipment
POWI,66.18000030517578,3767825920.0,118.17857,0.56,418973000.0,32234000.0,1.3,79.13,56.63,1.11,193334.0,410744.0,Technology,Semiconductors
CPRI,22.34000015258789,2634109440.0,,-8.57,5170000000.0,-229000000.0,,47.17,18.7,2.058,759267.0,3414820.0,Consumer Cyclical,Luxury Goods
MRUS,46.310001373291016,3170553856.0,,-4.03,43947000.0,-154939000.0,,61.61,37.77,1.11,248126.0,608750.0,Healthcare,Biotechnology
DIOD,56.189998626708984,2603501824.0,59.14737,0.95,1311120000.0,44024000.0,,86.74,50.26,1.308,76056.0,438925.0,Technology,Semiconductors
PGNY,23.309999465942383,1984923264.0,38.85,0.6,1088598000.0,62037000.0,,40.89,13.39,1.346,320197.0,1789601.0,Healthcare,Health Information Services
MTRN,101.45500183105469,2105323136.0,362.3393,0.28,1665187000.0,95702000.0,0.52,139.21,93.2,,20826.0,92038.0,Basic Materials,Other Industrial Metals & Mining
TMDX,77.25,2592625920.0,83.064514,0.93,241623000.0,-25028000.0,,177.37,55.0,2.11,617517.0,1989683.0,Healthcare,Medical Devices
ESI,27.325000762939453,6617104384.0,27.325,1.0,2333200000.0,118100000.0,1.16,29.78,23.09,1.299,732179.0,1286567.0,Basic Materials,Specialty Chemicals
FTAI,148.3000030517578,15208165376.0,,-0.08,1170896000.0,243817000.0,0.95,181.64,53.77,2.086,4312671.0,2846498.0,Industrials,Rental & Leasing Services
XIACF,6.53000020980835,161475149824.0,36.27778,0.18,270970141000.0,17475173000.0,,6.65,1.61,1.075,22775.0,129300.0,Technology,Consumer Electronics
MRX,38.442501068115234,2702157824.0,15.315738,2.51,2352300000.0,128000000.0,1.42,40.0538,18.13,,322067.0,334452.0,Financial Services,Capital Markets
LNW,105.06999969482422,9278511104.0,32.732086,3.21,2902000000.0,163000000.0,,115.0,84.0,1.724,188666.0,624671.0,Consumer Cyclical,Gambling
CSGP,78.44000244140625,32157263872.0,230.70589,0.34,2455000000.0,374700000.0,,100.38,68.26,0.869,1497549.0,2577833.0,Real Estate,Real Estate Services
GPOR,189.18499755859375,3353833728.0,16.046225,11.79,1051383000.0,1470916000.0,,201.18,130.02,0.651,40294.0,261488.0,Energy,Oil & Gas E&P
KTB,89.1050033569336,4913383424.0,20.113997,4.43,2607472000.0,230994000.0,2.33,96.8,52.95,1.222,323422.0,491147.0,Consumer Cyclical,Apparel Manufacturing
GKOS,159.6300048828125,8801583104.0,,-2.92,314711000.0,-134661000.0,,163.71,83.9,1.047,266619.0,566200.0,Healthcare,Medical Devices
ALGM,27.3700008392334,5039501312.0,,-0.35,1049367000.0,152697000.0,,33.26,18.59,1.659,942843.0,2373855.0,Technology,Semiconductors
TOELY,83.83499908447266,76805603328.0,22.355999,3.75,1830527000000.0,363963000000.0,1.92,134.91,68.83,1.223,12707.0,151069.0,Technology,Semiconductor Equipment & Materials
TFX,175.0,8127647744.0,34.791252,5.03,2974489000.0,356328000.0,0.78,249.91,165.62,1.155,342680.0,487938.0,Healthcare,Medical Instruments & Supplies
FMCC,6.360000133514404,4134381824.0,Infinity,0.0,23912000000.0,11858000000.0,,7.15,0.94,2.099,935306.0,7205603.0,Financial Services,Mortgage Finance
VSH,19.0,2575773184.0,,-0.23,2937587000.0,-31150000.0,2.09,24.69,14.95,1.133,535980.0,2387154.0,Technology,Semiconductors
IEP,10.180000305175781,5130750976.0,,-1.03,11847000000.0,-684000000.0,19.51,20.25,8.53,0.738,371347.0,998306.0,Energy,Oil & Gas Refining & Marketing
RDNT,64.41390228271484,4768348672.0,,-0.07,1616630000.0,3044000.0,,93.65,36.47,1.793,243668.0,640567.0,Healthcare,Diagnostics & Research
EXEL,34.61000061035156,9686681600.0,19.664774,1.76,2168701000.0,521267000.0,,37.59,20.14,0.531,384272.0,2308291.0,Healthcare,Biotechnology
FUN,46.525001525878906,4658501632.0,19.385416,2.4,1798668000.0,124559000.0,2.54,58.7,35.93,1.567,186189.0,1164823.0,Consumer Cyclical,Leisure
VIST,54.34000015258789,5172945408.0,10.490348,5.18,1168774000.0,396955000.0,,61.67,35.18,-0.178,401857.0,979418.0,Energy,Oil & Gas E&P
RNECY,8.920000076293945,32018608128.0,22.3,0.4,1469415000000.0,337086000000.0,1.41,10.68,6.0,1.073,8561.0,734010.0,Technology,Semiconductors
GIL,53.98500061035156,8221214208.0,21.945122,2.46,3195911000.0,533580000.0,1.68,54.385,32.23,,189780.0,505908.0,Consumer Cyclical,Apparel Manufacturing
AEIS,129.86000061035156,4898540032.0,87.154366,1.49,1482042000.0,54214000.0,0.3,132.16,89.12,1.45,136191.0,247318.0,Industrials,Electrical Equipment & Parts
DFS,196.97999572753906,49503240192.0,11.116253,17.72,15794000000.0,2796000000.0,1.38,205.76,118.74,1.452,477323.0,1459325.0,Financial Services,Credit Services
RGEN,159.47000122070312,8934578176.0,,-0.03,632362000.0,35596000.0,,203.13,113.5,0.988,687093.0,527010.0,Healthcare,Medical Instruments & Supplies
CW,329.14801025390625,12395319296.0,31.228464,10.54,3121189000.0,404978000.0,0.25,393.4,234.37,1.187,90666.0,285211.0,Industrials,Aerospace & Defense
MMYT,101.50499725341797,11143421952.0,53.14398,1.91,782524000.0,216801000.0,,123.0,56.72,1.286,297935.0,641844.0,Consumer Cyclical,Travel Services
VCYT,40.81999969482422,3163533568.0,,-0.13,361051000.0,-74404000.0,,47.316,18.61,1.711,171863.0,758283.0,Healthcare,Diagnostics & Research
CTRA,28.405000686645508,20918720512.0,17.215153,1.65,5914000000.0,1625000000.0,2.93,29.95,22.3,0.239,914193.0,5998733.0,Energy,Oil & Gas E&P
SAABY,13.739999771118164,14480035840.0,38.166664,0.36,63751000000.0,4171000000.0,0.55,14.0,9.68,0.465,13201.0,92644.0,Industrials,Aerospace & Defense
CNC,58.400001525878906,28968970240.0,9.255151,6.31,163071000000.0,3305000000.0,,81.42,55.03,0.454,1257559.0,5180262.0,Healthcare,Healthcare Plans
GLBE,47.80500030517578,7989916160.0,,-0.45,569946000.0,-133805000.0,,63.69,28.11,1.23,1496883.0,1401376.0,Consumer Cyclical,Internet Retail
WING,246.0500030517578,7052432896.0,66.320755,3.71,460055000.0,70175000.0,0.41,433.86,243.0581,1.785,775848.0,587201.0,Consumer Cyclical,Restaurants
PHG,25.009899139404297,26414454784.0,,-0.94,18169000000.0,-466000000.0,,32.91,19.75,,476066.0,611244.0,Healthcare,Medical Devices
PSN,60.619998931884766,3192200704.0,28.594341,2.12,5442749000.0,161149000.0,,114.68,60.42,0.726,1540123.0,1155201.0,Technology,Information Technology Services
CAVA,116.80000305175781,13382944768.0,284.87805,0.41,728700000.0,13280000.0,,172.43,48.55,,1283241.0,2320762.0,Consumer Cyclical,Restaurants
LPX,102.23500061035156,7180802560.0,17.357386,5.89,2581000000.0,178000000.0,1.1,122.87,67.47,1.944,441286.0,613813.0,Industrials,Building Products & Equipment
IESC,201.72500610351562,4035831552.0,18.782589,10.74,2884358000.0,219116000.0,,320.08,99.16,1.518,73573.0,223966.0,Industrials,Engineering & Construction
DAR,38.584999084472656,6136866816.0,22.303467,1.73,6788080000.0,647726000.0,,48.39,32.55,1.217,544903.0,2277077.0,Consumer Defensive,Packaged Foods
HRMY,34.814998626708984,1985544576.0,16.5,2.11,582022000.0,128853000.0,,41.61,28.14,0.795,255680.0,546738.0,Healthcare,Biotechnology
JBSAY,10.880000114440918,12277317632.0,9.299146,1.17,353886234543.6,-965151030.8,9.55,14.22,8.17,0.366,18879.0,68305.0,Consumer Defensive,Packaged Foods
ALVO,11.779999732971191,3556900352.0,,-1.85,91434000.0,-551731000.0,,18.0,9.15,-0.191,33971.0,155920.0,Healthcare,Drug Manufacturers - Specialty & Generic
VTMX,24.71500015258789,2271162624.0,9.768775,2.53,,,2.73,41.44,23.22,0.503,47414.0,167491.0,Real Estate,Real Estate - Development
PPERY,12.640000343322754,29930764288.0,8.5986395,1.47,134799086000000.0,55782742000000.0,7.11,20.07,11.84,0.575,2694.0,146888.0,Financial Services,Banks - Regional
POWL,187.32000732421875,2259959808.0,14.212443,13.18,1012356000.0,149848000.0,0.55,364.98,122.0,0.864,206530.0,492669.0,Industrials,Electrical Equipment & Parts
GLNCY,8.199999809265137,54240866304.0,,-0.27,217829000000.0,4280000000.0,3.17,12.74,8.12,,112601.0,938147.0,Basic Materials,Other Industrial Metals & Mining
FLS,57.217498779296875,7499206144.0,26.728971,2.14,4320577000.0,186743000.0,1.42,65.08,41.6,1.434,526102.0,1264554.0,Industrials,Specialty Industrial Machinery
IOSP,102.18000030517578,2550382080.0,71.95775,1.42,1948800000.0,139100000.0,1.55,133.71,99.49,1.08,49208.0,128808.0,Basic Materials,Specialty Chemicals
MPNGY,41.529998779296875,132150534144.0,43.260418,0.96,276744954000.0,13855828000.0,,56.75,19.62,0.524,94545.0,444959.0,Consumer Cyclical,Internet Retail
TOL,114.63999938964844,11460331520.0,7.900758,14.51,10846740000.0,1571195000.0,0.8,169.52,107.79,1.75,705151.0,1683667.0,Consumer Cyclical,Residential Construction
WIX,208.1501007080078,11230488576.0,87.82705,2.37,1561665000.0,33137000.0,,247.11,117.58,1.574,519695.0,721208.0,Technology,Software - Infrastructure
S,22.40999984741211,7201274368.0,,-0.94,621154000.0,-338693000.0,,29.29,14.33,0.753,2517402.0,4695144.0,Technology,Software - Infrastructure
ASAN,21.71500015258789,4966720000.0,,-1.12,652504000.0,-257030000.0,,27.77,11.045,1.109,813752.0,4071322.0,Technology,Software - Application
ALAB,86.45500183105469,14018936832.0,,-0.64,396290000.0,-83421000.0,,147.39,36.215,,2026178.0,5200852.0,Technology,Semiconductors
RNG,30.770000457763672,2769090816.0,,-1.05,2202429000.0,-165240000.0,,42.19,26.98,1.014,667831.0,1178677.0,Technology,Software - Application
ZETA,21.530000686645508,5112255488.0,,-0.68,728723000.0,-187481000.0,,38.2,9.965,1.172,3022177.0,6578255.0,Technology,Software - Infrastructure
W,44.60499954223633,5589853696.0,,-4.46,12003000000.0,-738000000.0,,76.175,37.35,3.439,5747654.0,3535676.0,Consumer Cyclical,Internet Retail
MOD,88.91999816894531,4715887616.0,30.202019,2.97,2407800000.0,161500000.0,,146.84,78.58,2.309,774999.0,995681.0,Consumer Cyclical,Auto Parts
IFF,79.07769775390625,20218744832.0,83.239685,0.95,11479000000.0,-2565000000.0,1.95,106.77,72.94,1.203,792871.0,1406676.0,Basic Materials,Specialty Chemicals
CLH,212.65499877929688,11461912576.0,28.621132,7.43,5409152000.0,377856000.0,,267.11,180.24,1.239,297389.0,347252.0,Industrials,Waste Management
SG,23.0,2660432896.0,,-0.78,584041000.0,-113384000.0,,45.12,11.165,2.383,1760617.0,2729549.0,Consumer Cyclical,Restaurants
BASFY,12.550000190734863,47179341824.0,89.64286,0.14,68902000000.0,225000000.0,7.24,14.89,10.57,1.206,8921.0,303193.0,Basic Materials,Chemicals
AFRM,73.23500061035156,23292831744.0,,-0.62,2322999000.0,-517757000.0,,82.527,22.25,3.663,3742912.0,6985572.0,Technology,Software - Infrastructure
FROG,39.02000045776367,4404499456.0,,-0.63,428488000.0,-69236000.0,,46.65,22.91,0.974,480743.0,1043013.0,Technology,Software - Application
KSPI,104.4800033569336,20719429632.0,10.303747,10.14,1890290000000.0,841351000000.0,7.01,143.72,86.24,-0.08,116921.0,237305.0,Technology,Software - Infrastructure
AMR,161.3000030517578,2099480832.0,5.9149246,27.27,3471417000.0,721956000.0,0.81,452.0,159.7272,1.45,85662.0,187623.0,Basic Materials,Coking Coal
ANGPY,5.570000171661377,8832794624.0,23.208334,0.24,108987000000.0,7059000000.0,3.15,7.69,4.8,1.119,16522.0,164049.0,Basic Materials,Other Precious Metals & Mining
ESAB,120.67500305175781,7294574592.0,27.11798,4.45,2774766000.0,205285000.0,0.26,135.97,88.535,1.313,184202.0,233591.0,Industrials,Metal Fabrication
BTSG,20.65999984741211,3597443072.0,,-0.22,8826175000.0,-154603000.0,,24.82,7.85,,637832.0,1450750.0,Healthcare,Health Information Services
AU,32.69499969482422,16463240192.0,14.032189,2.33,4582000000.0,-235000000.0,4.44,33.77,17.01,0.963,1438430.0,3146294.0,Basic Materials,Gold
VSCO,29.844999313354492,2346461696.0,15.22704,1.96,6182000000.0,109000000.0,,48.73,15.12,2.202,474944.0,2027489.0,Consumer Cyclical,Apparel Retail
HCMLY,21.040000915527344,58143412224.0,17.83051,1.18,27009000000.0,3060000000.0,2.94,22.18,15.54,1.026,531.0,93969.0,Basic Materials,Building Materials
CRDO,69.90570068359375,11690959872.0,,-0.14,192970000.0,-28369000.0,,86.69,16.82,2.094,3181001.0,4886871.0,Technology,Semiconductors
RBRK,70.12999725341797,12991161344.0,,-6.14,,,,80.0,28.34,,1427806.0,2747832.0,Technology,Software - Infrastructure
RNW,6.28000020980835,2277322752.0,125.600006,0.05,81319000000.0,3404000000.0,,7.49,5.15,,409721.0,1289930.0,Utilities,Utilities - Renewable
SNPS,497.29998779296875,76871163904.0,53.631607,9.27,6127436000.0,2263380000.0,,629.38,457.52,1.121,427105.0,1136933.0,Technology,Software - Infrastructure
CSAN,5.309800148010254,2550854400.0,6.321191,0.84,39468497000.0,1094391000.0,6.6,14.89,4.95,1.094,168054.0,1215786.0,Energy,Oil & Gas Refining & Marketing
MBLY,17.270000457763672,14018508800.0,,-3.82,1654000000.0,-3090000000.0,,34.0,10.48,0.243,889412.0,6744193.0,Consumer Cyclical,Auto Parts
WGS,100.86309814453125,2770850560.0,,-1.94,202566000.0,-175767000.0,,115.6,6.79,2.078,707619.0,905738.0,Healthcare,Diagnostics & Research
MANU,14.595000267028809,2471196160.0,,-0.65,661755000.0,-113159000.0,,18.42,13.5,0.637,215734.0,235032.0,Communication Services,Entertainment
SAIA,454.9150085449219,12098509824.0,33.622692,13.53,2881433000.0,354857000.0,,628.34,358.9,1.787,70148.0,367784.0,Industrials,Trucking
CARG,37.15999984741211,3853789184.0,,-0.45,914242000.0,36942000.0,,41.33,21.18,1.592,313999.0,695354.0,Consumer Cyclical,Auto & Truck Dealerships
LMND,34.83000183105469,2487018752.0,,-3.04,429800000.0,-236900000.0,,53.85,14.03,2.152,876377.0,2257789.0,Financial Services,Insurance - Property & Casualty
YETI,37.099998474121094,3147022336.0,18.09756,2.05,1658713000.0,169885000.0,,45.25,33.41,2.136,309543.0,1550793.0,Consumer Cyclical,Leisure
TXN,201.14999389648438,183113482240.0,38.682693,5.2,15641000000.0,4799000000.0,2.77,220.39,159.11,0.96,3363333.0,5970469.0,Technology,Semiconductors
PYPL,77.16999816894531,76339798016.0,19.34085,3.99,31797000000.0,4147000000.0,,93.66,56.97,1.444,3430888.0,9862586.0,Financial Services,Credit Services
ADBE,453.4150085449219,197371559936.0,36.74352,12.34,21505000000.0,5560000000.0,,587.75,403.75,1.312,782142.0,3992727.0,Technology,Software - Application
NFLX,1024.0732421875,437689483264.0,51.62563,19.82,39000966000.0,8711631000.0,,1064.5,542.01,1.274,1354231.0,3602723.0,Communication Services,Entertainment
ABNB,152.69000244140625,94872412160.0,37.150852,4.11,11102000000.0,2648000000.0,,170.1,110.38,1.128,2083187.0,4795527.0,Consumer Cyclical,Travel Services
NOW,962.0250244140625,198645661696.0,141.26653,6.81,10984000000.0,1425000000.0,,1198.09,637.99,0.995,538005.0,1425184.0,Technology,Software - Application
SNOW,181.3114013671875,59845636096.0,,-3.4,2806489000.0,-836097000.0,,235.66,107.13,1.073,3251499.0,6621191.0,Technology,Software - Application
U,26.047100067138672,10492813312.0,,-2.05,2187317000.0,-822011000.0,,33.43,13.895,2.32,39262480.0,9974179.0,Technology,Software - Application
PANW,197.2100067138672,130572738560.0,112.05114,1.76,8027500000.0,2577600000.0,,208.39,132.5,1.135,2567370.0,5992820.0,Technology,Software - Infrastructure
TEAM,295.67999267578125,77468155904.0,,-1.34,4358603000.0,-300519000.0,,326.0,135.29,0.869,671677.0,1965084.0,Technology,Software - Application
SHOP,122.2249984741211,158700601344.0,79.36688,1.54,8880000000.0,2019000000.0,,129.38,48.56,2.471,4695907.0,7320418.0,Technology,Software - Application
ZI,9.765000343322754,3566959360.0,325.50003,0.03,1239500000.0,107300000.0,,17.885,7.65,1.016,1401748.0,6826225.0,Technology,Software - Application
DDOG,125.4800033569336,42675527680.0,241.57423,0.52,2128359000.0,48568000.0,,170.08,98.8,1.149,1907195.0,5105394.0,Technology,Software - Application
FSLY,7.739999771118164,1085921920.0,,-1.14,505988000.0,-133088000.0,,14.9,5.52,1.252,1000797.0,3550289.0,Technology,Software - Application
MDB,278.7699890136719,22338842624.0,,-2.74,1683011000.0,-176600000.0,,459.699,212.74,1.277,658623.0,2084486.0,Technology,Software - Infrastructure
DOCN,42.73699951171875,3943868672.0,49.694183,0.86,692884000.0,19409000.0,,47.02,26.63,1.811,483098.0,929966.0,Technology,Software - Infrastructure
CRWD,428.0150146484375,105424805888.0,856.03,0.5,3055555000.0,89327000.0,,455.59,200.81,1.159,2594707.0,3457472.0,Technology,Software - Infrastructure
BILL,56.040000915527344,5713110016.0,143.69232,0.39,1290172000.0,-28878000.0,,100.19,43.11,1.76,1294198.0,3205045.0,Technology,Software - Application
TWLO,117.94000244140625,18090108928.0,,-0.65,4153945000.0,-1015441000.0,,151.95,52.51,1.425,1775246.0,3352327.0,Technology,Software - Infrastructure
OKTA,94.81179809570312,16246476800.0,,-0.34,2263000000.0,-355000000.0,,114.5,70.56,1.027,465597.0,3367267.0,Technology,Software - Infrastructure
ZS,202.09500122070312,31009257472.0,,-0.24,2167771000.0,-57706000.0,,251.55,153.45,0.883,970344.0,1817730.0,Technology,Software - Infrastructure
RBLX,61.20000076293945,40838758400.0,,-1.44,3601979000.0,-935384000.0,,75.74,29.55,1.468,4908449.0,8231389.0,Communication Services,Electronic Gaming & Multimedia
FVRR,27.670000076293945,976363648.0,57.645836,0.48,361375000.0,3681000.0,,36.11,18.83,1.686,1048611.0,683166.0,Communication Services,Internet Content & Information
UPWK,16.971599578857422,2298972928.0,11.165526,1.52,769325000.0,215586000.0,,18.14,8.43,1.569,1315599.0,2319438.0,Communication Services,Internet Content & Information
TTD,74.98999786376953,37013114880.0,96.14103,0.78,1946120000.0,178940000.0,,141.53,74.45,1.447,6093018.0,5345357.0,Technology,Software - Application
ROKU,91.18000030517578,13307173888.0,,-0.89,4112898000.0,-129386000.0,,104.96,48.33,2.048,1359519.0,3560308.0,Communication Services,Entertainment
FUBO,3.799299955368042,1288513536.0,,-0.68,1368225000.0,-287454000.0,,6.45,1.1,1.998,5582346.0,41275562.0,Communication Services,Broadcasting
TQQQ,88.12000274658203,,36.2587,,,,1.21,93.79,48.8,,23952645.0,45504386.0,,
SQQQ,27.094999313354492,,,,,,10.99,64.95,8.47,,31689028.0,47440376.0,,
